participant_id,trial_order,trial_id,repeat_index_for_video,clip_team_id,clip_number,source,scene_sequence,camera_id,interactive_obj,clip_name,video_link,text_description,image_link,scene_image_rgb,vlm_image_link,interaction_type,pred_interaction,human_state,object_property,spatial_context,risk_factor,gt_human_bbox,gt_object_bbox,pred_human_bbox,pred_object_bbox,form_edit_url,form_published_url,vlm_inference,selected_frame_index
P038,8,office_1_event_02_largetable_0001_lifting_000174_000223.mp4,3,57,130,Hunavsim,Office,1,largetable_0001,office_1_event_02_largetable_0001_lifting_000174_000223.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAAAxHURvPUS5dLJ6bd-4_DAdPLtsdhEXtd6OHI6QiIvWg,"A person in a light shirt and dark pants lifts a large table in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_02_largetable_0001_lifting_000174_000223\vlm_input_image\frame_000204.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_02_largetable_0001_lifting_000174_000223\vlm_input_image\frame_000204.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_02_largetable_0001_lifting_000174_000223\vlm_input_image\frame_000204.png,lifting,lifting,strained,large,open_space,object_motion_risk,"[224, 0, 417, 489]","[228, 0, 439, 127]","[224, 0, 417, 477]","[228, 0, 439, 127]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=204; gt_interaction=lifting,204
P038,9,office_1_event_77_monitor_0002_putting_down_003375_003407.mp4,1,60,179,Hunavsim,Office,1,monitor_0002,office_1_event_77_monitor_0002_putting_down_003375_003407.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBHWmw9Z9nyQJ0hGfVpDWIRAR-LlFap_v5SP43S8S1osvY,"A person in a white or gray outfit puts down a computer monitor in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_77_monitor_0002_putting_down_003375_003407\vlm_input_image\frame_003404.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_77_monitor_0002_putting_down_003375_003407\vlm_input_image\frame_003404.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_77_monitor_0002_putting_down_003375_003407\vlm_input_image\frame_003404.png,putting_down,putting_down,normal,large,open_space,none,"[174, 110, 336, 370]","[268, 287, 364, 365]","[173, 107, 337, 370]","[268, 287, 364, 365]",,,VLM: putting_down; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=3404; gt_interaction=putting_down,3404
P038,10,hospital_1_event_18_tripod_0001_putting_down_001365_001402.mp4,4,49,116,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_18_tripod_0001_putting_down_001365_001402.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDpj9qSktm0T7QOZjLWnqq6AeiAmbIqrYoa7fePdiEw48U,"A person in dark clothing near the hospital wall puts down a tripod in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_18_tripod_0001_putting_down_001365_001402\vlm_input_image\frame_001393.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_18_tripod_0001_putting_down_001365_001402\vlm_input_image\frame_001393.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_18_tripod_0001_putting_down_001365_001402\vlm_input_image\frame_001393.png,putting_down,carrying,strained,large,narrow_corridor,object_motion_risk,"[243, 110, 396, 370]","[149, 248, 463, 361]","[237, 105, 401, 371]","[145, 247, 465, 365]",,,VLM: carrying; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=1393; gt_interaction=putting_down,1393
P039,1,hospital_1_event_06_trashcan_0001_kicking_000431_000568.mp4,4,48,101,Hunavsim,Hospital,1,trashcan_0001,hospital_1_event_06_trashcan_0001_kicking_000431_000568.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAN5C5yo1zaR64-tA6DTRq2AfOY3mFnwLxVHfaDedG0FaM,"A person in a dark top and shorts or gray pants kicks a trash can in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_06_trashcan_0001_kicking_000431_000568\vlm_input_image\frame_000482.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_06_trashcan_0001_kicking_000431_000568\vlm_input_image\frame_000482.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_06_trashcan_0001_kicking_000431_000568\vlm_input_image\frame_000482.png,kicking,kicking,normal,small,open_space,none,"[281, 110, 358, 370]","[234, 308, 279, 356]","[273, 105, 365, 371]","[234, 303, 281, 361]",,,VLM: kicking; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=482; gt_interaction=kicking,482
P039,2,office_1_event_140_monitor_0003_lifting_005263_005309.mp4,2,61,194,Hunavsim,Office,1,monitor_0003,office_1_event_140_monitor_0003_lifting_005263_005309.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBmWeaL6_KISKV3OurtNgfjAc9Jvig_OQj064SE-WQc24I,"A person in a pink or light-colored outfit lifts a computer monitor in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_140_monitor_0003_lifting_005263_005309\vlm_input_image\frame_005287.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_140_monitor_0003_lifting_005263_005309\vlm_input_image\frame_005287.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_140_monitor_0003_lifting_005263_005309\vlm_input_image\frame_005287.png,lifting,carrying,strained,large,open_space,object_motion_risk,"[246, 48, 393, 432]","[165, 168, 271, 291]","[246, 48, 393, 432]","[165, 168, 271, 291]",,,VLM: carrying; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=5287; gt_interaction=lifting,5287
P039,3,warehouse_1_event_19_largebox_0002_putting_down_000760_000807.mp4,1,45,11,Hunavsim,Warehouse,1,largebox_0002,warehouse_1_event_19_largebox_0002_putting_down_000760_000807.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQATH292xPcRSb1zbp--Ee2uARpq9RJZHOpCLNrxNaRFN_U,"A worker in a yellow safety vest or a light uniform puts down a large cardboard box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_19_largebox_0002_putting_down_000760_000807\vlm_input_image\frame_000803.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_19_largebox_0002_putting_down_000760_000807\vlm_input_image\frame_000803.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_19_largebox_0002_putting_down_000760_000807\vlm_input_image\frame_000803.png,putting_down,lifting,strained,large,open_space,object_motion_risk,"[237, 125, 403, 355]","[373, 277, 470, 361]","[237, 119, 403, 355]","[373, 277, 470, 361]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=803; gt_interaction=putting_down,803
P039,4,svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000378_000492_H3_O10.mp4,3,34,40,JRDB,svl-meeting-gates-2-2019-04-08_0,8,chair,svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000378_000492_H3_O10.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAm_mbzzt9GTJLIYKnKYnhbAXN5kRa_cbDJiLpACy5RCmM,A man in a black polo pushes a chair down the aisle of a meeting room.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000378_000492_H3_O10\vlm_input_image\frame_000069.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000378_000492_H3_O10\vlm_input_image\frame_000069.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000378_000492_H3_O10\vlm_input_image\frame_000069.jpg,pushing,pushing,normal,large,crowded,none,"[396, 64, 527, 409]","[449, 219, 605, 444]","[393, 61, 523, 409]","[477, 219, 605, 444]",,,VLM: pushing; human_state=normal; object_property=large; spatial_context=crowded; risk_factor=none; selected_frame=69; gt_interaction=pushing,69
P039,5,warehouse_3_event_47_woodchair_0001_move_002414_002534.mp4,5,47,85,Hunavsim,Warehouse,3,woodchair_0001,warehouse_3_event_47_woodchair_0001_move_002414_002534.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBmUu9MW4MoSKCe7ApzoAVUASoD1D50_EnfYsU4YPqmzBg,"A person in a white or light gray outfit moves a wooden chair beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_47_woodchair_0001_move_002414_002534\vlm_input_image\frame_002427.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_3_event_47_woodchair_0001_move_002414_002534\vlm_input_image\frame_002427.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_47_woodchair_0001_move_002414_002534\vlm_input_image\frame_002427.png,move,carrying,normal,small,open_space,none,"[292, 161, 351, 316]","[273, 194, 320, 277]","[301, 157, 355, 315]","[269, 185, 333, 273]",,,VLM: carrying; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=2427; gt_interaction=move,2427
P039,6,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,2,39,48,JRDB,tressider-2019-04-26_2,4,trolley,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBqcie4uiA_R6kY8qtMZVclAXxi4mH9cy4Qaty_0HywTy4,A woman in a black-and-white striped sleeveless top pushes a stroller or wheelchair in a crowded cafe line.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000\vlm_input_image\frame_000046.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000\vlm_input_image\frame_000046.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000\vlm_input_image\frame_000046.jpg,pushing,pushing,normal,large,open_space,none,"[357, 0, 706, 480]","[319, 273, 485, 469]","[357, 0, 706, 480]","[319, 273, 485, 469]",,,VLM: pushing; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=46; gt_interaction=pushing,46
P039,7,office_1_event_11_clothesstand_0001_lifting_001007_001068.mp4,5,54,143,Hunavsim,Office,1,clothesstand_0001,office_1_event_11_clothesstand_0001_lifting_001007_001068.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCMK2tRcdIHTJt2VCPl000pAYKvbewkC77R2wqDKxUiXys,"A person in dark clothing lifts a clothes stand in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_11_clothesstand_0001_lifting_001007_001068\vlm_input_image\frame_001048.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_11_clothesstand_0001_lifting_001007_001068\vlm_input_image\frame_001048.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_11_clothesstand_0001_lifting_001007_001068\vlm_input_image\frame_001048.png,lifting,carrying,normal,large,narrow_corridor,none,"[277, 110, 360, 370]","[313, 73, 401, 350]","[273, 109, 361, 369]","[313, 73, 401, 350]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1048; gt_interaction=lifting,1048
P039,8,office_1_event_35_suitcase_0001_carrying_001873_001906.mp4,3,66,155,Hunavsim,Office,1,suitcase_0001,office_1_event_35_suitcase_0001_carrying_001873_001906.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAuKlL745nhS7YfxiIAeJLUAbBHWRgq-m2LpEepHUbCSVU,"A person in dark clothing carries a suitcase in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_35_suitcase_0001_carrying_001873_001906\vlm_input_image\frame_001895.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_35_suitcase_0001_carrying_001873_001906\vlm_input_image\frame_001895.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_35_suitcase_0001_carrying_001873_001906\vlm_input_image\frame_001895.png,carrying,carrying,normal,large,narrow_corridor,none,"[274, 109, 366, 369]","[237, 161, 302, 246]","[274, 109, 366, 369]","[237, 161, 302, 246]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1895; gt_interaction=carrying,1895
P039,9,warehouse_2_event_05_trashcan_0001_carry_000321_000418.mp4,1,43,40,Hunavsim,Warehouse,2,trashcan_0001,warehouse_2_event_05_trashcan_0001_carry_000321_000418.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAwwZrEUQMFTLdRJS0bhrzkAatSOf39J1JYiK8Kzm9B3Jo,"A person in a dark outfit or purple pants carries a trash can in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_2_event_05_trashcan_0001_carry_000321_000418\vlm_input_image\frame_000402.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_2_event_05_trashcan_0001_carry_000321_000418\vlm_input_image\frame_000402.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_2_event_05_trashcan_0001_carry_000321_000418\vlm_input_image\frame_000402.png,carry,carrying,normal,small,open_space,none,"[263, 110, 375, 370]","[217, 196, 269, 235]","[263, 110, 375, 370]","[217, 196, 269, 235]",,,VLM: carrying; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=402; gt_interaction=carry,402
P039,10,warehouse_1_event_21_plasticbox_0001_kicking_001362_001392.mp4,5,44,18,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_21_plasticbox_0001_kicking_001362_001392.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQABGFHAgNVPToG0yUVa6IyQAVg3LU8DTiQaKnIoqX_TsB0,"A worker in a yellow safety vest or a light uniform kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_001362_001392\vlm_input_image\frame_001375.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_21_plasticbox_0001_kicking_001362_001392\vlm_input_image\frame_001375.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_001362_001392\vlm_input_image\frame_001375.png,kicking,kicking,strained,small,open_space,object_motion_risk,"[382, 0, 587, 524]","[374, 411, 517, 542]","[437, 0, 587, 477]","[374, 411, 517, 542]",,,VLM: kicking; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1375; gt_interaction=kicking,1375
P040,1,warehouse_2_event_10_trashcan_0001_put_down_000461_000495.mp4,4,43,42,Hunavsim,Warehouse,2,trashcan_0001,warehouse_2_event_10_trashcan_0001_put_down_000461_000495.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBwvwA8Mk5vSYMQP0EgnVCnAWv-gcGRBqvwHAzOmloxR9c,"A person in a dark outfit or purple pants puts down a trash can in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_2_event_10_trashcan_0001_put_down_000461_000495\vlm_input_image\frame_000485.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_2_event_10_trashcan_0001_put_down_000461_000495\vlm_input_image\frame_000485.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_2_event_10_trashcan_0001_put_down_000461_000495\vlm_input_image\frame_000485.png,put_down,putting_down,strained,small,open_space,none,"[78, 110, 222, 370]","[92, 289, 141, 360]","[85, 107, 223, 370]","[85, 279, 145, 360]",,,VLM: putting_down; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=485; gt_interaction=put_down,485
P040,2,warehouse_1_event_04_plasticbox_0001_putting_down_000186_000244.mp4,4,44,4,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_04_plasticbox_0001_putting_down_000186_000244.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDyeA7TBmrASIsCimd5zVa5Ad2lGd438w_1tvES-K30otM,"A person in a dark outfit or purple pants puts down a plastic storage box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_04_plasticbox_0001_putting_down_000186_000244\vlm_input_image\frame_000241.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_04_plasticbox_0001_putting_down_000186_000244\vlm_input_image\frame_000241.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_04_plasticbox_0001_putting_down_000186_000244\vlm_input_image\frame_000241.png,putting_down,putting_down,normal,small,open_space,none,"[234, 133, 409, 347]","[245, 277, 326, 338]","[229, 129, 409, 347]","[245, 277, 326, 338]",,,VLM: putting_down; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=241; gt_interaction=putting_down,241
P040,3,office_1_event_91_largebox_0001_kicking_003802_003884.mp4,4,55,182,Hunavsim,Office,1,largebox_0001,office_1_event_91_largebox_0001_kicking_003802_003884.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAz-apCWcszQKcr9HBEUVJaAVxZcpIbQ8I90NG3eHL0TJw,"A person in a white or gray outfit kicks a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_91_largebox_0001_kicking_003802_003884\vlm_input_image\frame_003878.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_91_largebox_0001_kicking_003802_003884\vlm_input_image\frame_003878.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_91_largebox_0001_kicking_003802_003884\vlm_input_image\frame_003878.png,kicking,kicking,normal,large,open_space,none,"[281, 109, 361, 368]","[160, 322, 230, 381]","[281, 109, 361, 368]","[160, 322, 230, 381]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=3878; gt_interaction=kicking,3878
P040,4,hospital_1_event_11_trashcan_0001_putting_down_001006_001029.mp4,2,48,110,Hunavsim,Hospital,1,trashcan_0001,hospital_1_event_11_trashcan_0001_putting_down_001006_001029.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQC8Hl1ESIsdSpMZnB3Y9W5OASpptFXwaAkoiTciGMceMd4,"A person in dark clothing near the hospital wall puts down a trash can in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_11_trashcan_0001_putting_down_001006_001029\vlm_input_image\frame_001023.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_11_trashcan_0001_putting_down_001006_001029\vlm_input_image\frame_001023.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_11_trashcan_0001_putting_down_001006_001029\vlm_input_image\frame_001023.png,putting_down,kicking,strained,small,narrow_corridor,object_motion_risk,"[267, 109, 370, 368]","[320, 295, 384, 371]","[267, 109, 370, 368]","[320, 295, 384, 371]",,,VLM: kicking; human_state=strained; object_property=small; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=1023; gt_interaction=putting_down,1023
P040,5,nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4.mp4,4,8,9,JRDB,nvidia-aud-2019-04-18_2,0,machines,nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBIQ763YXJoSIynUQN-vUY2AcHdG7TcPPb4hWwbjnBVKDQ,A dark-clothed person walking along a glass wall carries a small machine-like item near their side.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4\vlm_input_image\frame_000037.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4\vlm_input_image\frame_000037.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\nvidia-aud-2019-04-18_2_image_0_carrying_000093_000177_H14_O4\vlm_input_image\frame_000037.jpg,carrying,hold,normal,large,open_space,none,"[468, 143, 514, 282]","[491, 162, 522, 198]","[468, 143, 514, 282]","[491, 162, 522, 198]",,,VLM: hold; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=37; gt_interaction=carrying,37
P040,6,office_1_event_43_plasticbox_0001_kicking_002048_002148.mp4,1,64,159,Hunavsim,Office,1,plasticbox_0001,office_1_event_43_plasticbox_0001_kicking_002048_002148.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBST3FmL-i8R7QZl3gOP7dEAY9UmG3lg5K0h8sOl8kol8Q,"A person in dark clothing kicks a plastic storage box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_43_plasticbox_0001_kicking_002048_002148\vlm_input_image\frame_002055.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_43_plasticbox_0001_kicking_002048_002148\vlm_input_image\frame_002055.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_43_plasticbox_0001_kicking_002048_002148\vlm_input_image\frame_002055.png,kicking,kicking,normal,small,narrow_corridor,none,"[262, 110, 379, 369]","[229, 302, 323, 352]","[277, 109, 385, 371]","[229, 302, 323, 352]",,,VLM: kicking; human_state=normal; object_property=small; spatial_context=narrow_corridor; risk_factor=none; selected_frame=2055; gt_interaction=kicking,2055
P040,7,warehouse_3_event_11_smallbox_0001_putting_down_000906_000962.mp4,4,42,66,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_11_smallbox_0001_putting_down_000906_000962.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBXAp072y4zQZTnFo8C89W1ARsdwh0Pu4J5x8YHy_VhlF4,"A worker in a yellow safety vest or a light uniform puts down a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_11_smallbox_0001_putting_down_000906_000962\vlm_input_image\frame_000910.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_3_event_11_smallbox_0001_putting_down_000906_000962\vlm_input_image\frame_000910.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_11_smallbox_0001_putting_down_000906_000962\vlm_input_image\frame_000910.png,putting_down,carrying,normal,small,open_space,none,"[245, 58, 394, 421]","[349, 231, 381, 267]","[245, 58, 394, 421]","[349, 231, 381, 267]",,,VLM: carrying; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=910; gt_interaction=putting_down,910
P040,8,forbes-cafe-2019-01-22_0_image_0_holding_001066_001290_H89_O1.mp4,3,19,23,JRDB,forbes-cafe-2019-01-22_0,0,skateboard/segway/hoverboard,forbes-cafe-2019-01-22_0_image_0_holding_001066_001290_H89_O1.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDII4nNsFoBS6jWzA3RfD4KAc-2xhht32Race3IOwhewIE,A man in dark clothing near a counter holds a small skateboard or segway-like object at hand level.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\forbes-cafe-2019-01-22_0_image_0_holding_001066_001290_H89_O1\vlm_input_image\frame_000003.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\forbes-cafe-2019-01-22_0_image_0_holding_001066_001290_H89_O1\vlm_input_image\frame_000003.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\forbes-cafe-2019-01-22_0_image_0_holding_001066_001290_H89_O1\vlm_input_image\frame_000003.jpg,holding,hold,normal,small,open_space,none,"[288, 138, 331, 306]","[310, 224, 339, 305]","[288, 138, 331, 306]","[310, 224, 339, 305]",,,VLM: hold; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=3; gt_interaction=holding,3
